Ville,Categorie,Difference de salaire (%)
Valgelon-La Rochette,Employé,4.72
Valgelon-La Rochette,Ouvrier,6.67
Saint-Alban-Leysse,Cadre,15.99
Saint-Alban-Leysse,Profession,7.9
Saint-Alban-Leysse,Employé,4.07
Saint-Alban-Leysse,Ouvrier,12.15
Saint-Baldoph,Cadre,13.46
Saint-Baldoph,Profession,9.22
Saint-Baldoph,Employé,5.17
Saint-Baldoph,Ouvrier,9.91
Courchevel,Cadre,3.38
Courchevel,Profession,4.61
Courchevel,Employé,4.21
Courchevel,Ouvrier,7.0
Saint-Genix-les-Villages,Cadre,12.11
Saint-Genix-les-Villages,Profession,4.76
Saint-Genix-les-Villages,Employé,4.59
Saint-Genix-les-Villages,Ouvrier,5.16
Saint-Jean-de-Maurienne,Cadre,12.9
Saint-Jean-de-Maurienne,Profession,14.0
Saint-Jean-de-Maurienne,Employé,5.02
Saint-Jean-de-Maurienne,Ouvrier,22.22
Les Belleville,Cadre,8.66
Les Belleville,Profession,10.89
Les Belleville,Employé,6.4
Les Belleville,Ouvrier,15.15
Saint-Michel-de-Maurienne,Cadre,13.41
Saint-Michel-de-Maurienne,Profession,12.67
Saint-Michel-de-Maurienne,Employé,6.98
Saint-Michel-de-Maurienne,Ouvrier,15.56
Saint-Pierre-d'Albigny,Cadre,11.71
Saint-Pierre-d'Albigny,Profession,9.47
Saint-Pierre-d'Albigny,Employé,3.64
Saint-Pierre-d'Albigny,Ouvrier,6.31
Séez,Cadre,1.38
Séez,Profession,15.89
Séez,Employé,3.57
Séez,Ouvrier,7.0
Val-Cenis,Cadre,1.05
Val-Cenis,Profession,3.32
Val-Cenis,Employé,2.83
Val-Cenis,Ouvrier,5.88
Tignes,Cadre,5.07
Tignes,Profession,10.04
Tignes,Employé,1.75
Tignes,Ouvrier,5.26
Tresserve,Cadre,26.39
Tresserve,Profession,6.67
Tresserve,Employé,1.89
Tresserve,Ouvrier,3.23
Ugine,Cadre,23.6
Ugine,Profession,9.15
Ugine,Employé,3.38
Ugine,Ouvrier,16.52
Viviers-du-Lac,Cadre,13.89
Viviers-du-Lac,Profession,5.5
Viviers-du-Lac,Employé,7.49
Viviers-du-Lac,Ouvrier,5.5
Yenne,Cadre,13.37
Yenne,Profession,8.76
Yenne,Employé,6.31
Yenne,Ouvrier,5.61
Alby-sur-Chéran,Cadre,2.55
Alby-sur-Chéran,Profession,10.56
Alby-sur-Chéran,Employé,7.96
Alby-sur-Chéran,Ouvrier,6.49
Allinges,Cadre,17.41
Allinges,Profession,7.49
Allinges,Employé,1.44
Allinges,Ouvrier,4.38
Allonzier-la-Caille,Cadre,7.29
Allonzier-la-Caille,Profession,12.41
Allonzier-la-Caille,Employé,7.83
Allonzier-la-Caille,Ouvrier,6.31
Amancy,Cadre,15.37
Amancy,Profession,14.19
Amancy,Employé,.0
Amancy,Ouvrier,11.59
Ambilly,Cadre,13.41
Ambilly,Profession,6.91
Ambilly,Employé,3.48
Ambilly,Ouvrier,5.47
Annecy,Cadre,12.74
Annecy,Profession,4.59
Annecy,Employé,2.3
Annecy,Ouvrier,8.49
Annemasse,Cadre,6.2
Annemasse,Profession,5.93
Annemasse,Employé,1.54
Annemasse,Ouvrier,8.82
Anthy-sur-Léman,Cadre,25.48
Anthy-sur-Léman,Profession,12.31
Anthy-sur-Léman,Employé,2.68
Anthy-sur-Léman,Ouvrier,10.13
Archamps,Cadre,1.08
Archamps,Profession,10.14
Archamps,Employé,4.39
Archamps,Ouvrier,14.87
Argonay,Cadre,12.39
Argonay,Profession,5.59
Argonay,Employé,7.32
Argonay,Ouvrier,5.58
Ayse,Cadre,20.58
Ayse,Profession,8.78
Ayse,Employé,2.18
Ayse,Ouvrier,12.4
La Balme-de-Sillingy,Cadre,14.6
La Balme-de-Sillingy,Profession,6.85
La Balme-de-Sillingy,Employé,3.23
La Balme-de-Sillingy,Ouvrier,7.21
Bonne,Cadre,.0
Bonne,Profession,7.59
Bonne,Employé,2.33
Bonne,Ouvrier,3.26
Bonneville,Cadre,12.56
Bonneville,Profession,9.29
Bonneville,Employé,3.32
Bonneville,Ouvrier,9.5
Bons-en-Chablais,Cadre,13.57
Bons-en-Chablais,Profession,5.48
Bons-en-Chablais,Employé,4.76
Bons-en-Chablais,Ouvrier,7.14
Chamonix-Mont-Blanc,Cadre,12.27
Chamonix-Mont-Blanc,Profession,7.37
Chamonix-Mont-Blanc,Employé,2.35
Chamonix-Mont-Blanc,Ouvrier,9.42
Chavanod,Cadre,7.48
Chavanod,Profession,6.54
Chavanod,Employé,3.08
Chavanod,Ouvrier,11.71
Chens-sur-Léman,Cadre,17.62
Chens-sur-Léman,Profession,16.77
Chens-sur-Léman,Employé,9.95
Chens-sur-Léman,Ouvrier,16.75
Cluses,Cadre,9.34
Cluses,Profession,6.85
Cluses,Employé,.94
Cluses,Ouvrier,10.31
Collonges-sous-Salève,Cadre,1.97
Collonges-sous-Salève,Profession,3.53
Collonges-sous-Salève,Employé,1.49
Collonges-sous-Salève,Ouvrier,13.08
Combloux,Cadre,20.58
Combloux,Profession,5.41
Combloux,Employé,4.63
Combloux,Ouvrier,10.34
Contamine-sur-Arve,Cadre,11.4
Contamine-sur-Arve,Profession,11.41
Contamine-sur-Arve,Employé,3.06
Contamine-sur-Arve,Ouvrier,12.33
Cranves-Sales,Cadre,13.24
Cranves-Sales,Profession,3.37
Cranves-Sales,Employé,5.07
Cranves-Sales,Ouvrier,9.68
Cruseilles,Cadre,10.91
Cruseilles,Profession,5.23
Cruseilles,Employé,.0
Cruseilles,Ouvrier,10.78
Domancy,Cadre,14.77
Domancy,Profession,12.67
Domancy,Employé,2.61
Domancy,Ouvrier,13.58
Doussard,Cadre,8.72
Doussard,Profession,7.19
Doussard,Employé,6.25
Doussard,Ouvrier,7.76
Douvaine,Cadre,10.61
Douvaine,Profession,9.22
Douvaine,Employé,.49
Douvaine,Ouvrier,8.92
Epagny Metz-Tessy,Cadre,15.4
Epagny Metz-Tessy,Profession,9.52
Epagny Metz-Tessy,Employé,2.65
Epagny Metz-Tessy,Ouvrier,4.8
Évian-les-Bains,Cadre,16.1
Évian-les-Bains,Profession,8.3
Évian-les-Bains,Employé,3.81
Évian-les-Bains,Ouvrier,9.4
Faverges-Seythenex,Cadre,15.57
Faverges-Seythenex,Profession,6.34
Faverges-Seythenex,Employé,3.88
Faverges-Seythenex,Ouvrier,7.56
Fillinges,Cadre,3.66
Fillinges,Profession,11.11
Fillinges,Employé,5.45
Fillinges,Ouvrier,5.41
Frangy,Cadre,11.52
Frangy,Profession,14.7
Frangy,Employé,7.55
Frangy,Ouvrier,12.15
Gaillard,Cadre,9.54
Gaillard,Profession,5.0
Gaillard,Employé,1.03
Gaillard,Ouvrier,8.54
Le Grand-Bornand,Cadre,.78
Le Grand-Bornand,Profession,6.52
Le Grand-Bornand,Employé,.96
Le Grand-Bornand,Ouvrier,5.98
Groisy,Cadre,23.79
Groisy,Profession,6.67
Groisy,Employé,5.17
Groisy,Ouvrier,6.03
Les Houches,Cadre,3.43
Les Houches,Profession,2.72
Les Houches,Employé,4.42
Les Houches,Ouvrier,8.15
Lugrin,Cadre,14.7
Lugrin,Profession,15.94
Lugrin,Employé,4.15
Lugrin,Ouvrier,7.5
Magland,Cadre,21.78
Magland,Profession,11.03
Magland,Employé,3.2
Magland,Ouvrier,11.76
Margencel,Cadre,3.55
Margencel,Profession,12.5
Margencel,Employé,4.35
Margencel,Ouvrier,11.67
Marignier,Cadre,18.45
Marignier,Profession,10.44
Marignier,Employé,3.9
Marignier,Ouvrier,12.61
Marnaz,Cadre,17.54
Marnaz,Profession,10.74
Marnaz,Employé,2.35
Marnaz,Ouvrier,10.92
Megève,Cadre,17.18
Megève,Profession,8.91
Megève,Employé,2.26
Megève,Ouvrier,9.09
Messery,Cadre,23.36
Messery,Profession,7.12
Messery,Employé,7.0
Messery,Ouvrier,12.15
Mieussy,Cadre,7.76
Mieussy,Profession,14.77
Mieussy,Employé,2.65
Mieussy,Ouvrier,9.62
Monnetier-Mornex,Cadre,16.92
Monnetier-Mornex,Profession,8.14
Monnetier-Mornex,Employé,1.35
Monnetier-Mornex,Ouvrier,11.68
Morzine,Cadre,22.86
Morzine,Profession,3.78
Morzine,Employé,.47
Morzine,Ouvrier,2.63
Neuvecelle,Cadre,21.84
Neuvecelle,Profession,23.43
Neuvecelle,Employé,6.25
Neuvecelle,Ouvrier,6.77
Passy,Cadre,10.28
Passy,Profession,9.9
Passy,Employé,3.23
Passy,Ouvrier,12.89
Pers-Jussy,Cadre,10.86
Pers-Jussy,Profession,15.38
Pers-Jussy,Employé,5.22
Pers-Jussy,Ouvrier,14.29
Poisy,Cadre,12.8
Poisy,Profession,6.16
Poisy,Employé,6.84
Poisy,Ouvrier,8.77
Publier,Cadre,17.93
Publier,Profession,12.05
Publier,Employé,.94
Publier,Ouvrier,8.06
Reignier-Ésery,Cadre,10.32
Reignier-Ésery,Profession,4.93
Reignier-Ésery,Employé,4.11
Reignier-Ésery,Ouvrier,10.09
La Roche-sur-Foron,Cadre,8.26
La Roche-sur-Foron,Profession,6.05
La Roche-sur-Foron,Employé,3.2
La Roche-sur-Foron,Ouvrier,6.91
Rumilly,Cadre,8.43
Rumilly,Profession,7.47
Rumilly,Employé,4.72
Rumilly,Ouvrier,5.26
Saint-Cergues,Cadre,10.6
Saint-Cergues,Profession,8.36
Saint-Cergues,Employé,4.0
Saint-Cergues,Ouvrier,4.89
Saint-Félix,Cadre,15.03
Saint-Félix,Profession,9.09
Saint-Félix,Employé,5.45
Saint-Félix,Ouvrier,9.01
Saint-Gervais-les-Bains,Cadre,8.87
Saint-Gervais-les-Bains,Profession,12.28
Saint-Gervais-les-Bains,Employé,2.78
Saint-Gervais-les-Bains,Ouvrier,10.31
Saint-Jeoire,Cadre,6.93
Saint-Jeoire,Profession,4.73
Saint-Jeoire,Employé,4.76
Saint-Jeoire,Ouvrier,7.56
Saint-Jorioz,Cadre,22.34
Saint-Jorioz,Profession,2.41
Saint-Jorioz,Employé,.47
Saint-Jorioz,Ouvrier,10.28
Saint-Julien-en-Genevois,Cadre,15.15
Saint-Julien-en-Genevois,Profession,5.22
Saint-Julien-en-Genevois,Employé,.0
Saint-Julien-en-Genevois,Ouvrier,10.55
Saint-Paul-en-Chablais,Cadre,3.27
Saint-Paul-en-Chablais,Profession,7.33
Saint-Paul-en-Chablais,Employé,3.74
Saint-Paul-en-Chablais,Ouvrier,7.2
Saint-Pierre-en-Faucigny,Cadre,11.32
Saint-Pierre-en-Faucigny,Profession,8.53
Saint-Pierre-en-Faucigny,Employé,3.54
Saint-Pierre-en-Faucigny,Ouvrier,9.65
Sallanches,Cadre,9.5
Sallanches,Profession,7.9
Sallanches,Employé,2.8
Sallanches,Ouvrier,12.61
Samoëns,Cadre,11.44
Samoëns,Profession,9.42
Samoëns,Employé,2.42
Samoëns,Ouvrier,4.35
Sciez,Cadre,14.51
Sciez,Profession,9.75
Sciez,Employé,3.74
Sciez,Ouvrier,6.91
Scionzier,Cadre,13.67
Scionzier,Profession,10.56
Scionzier,Employé,4.46
Scionzier,Ouvrier,10.92
Sevrier,Cadre,24.15
Sevrier,Profession,10.68
Sevrier,Employé,.88
Sevrier,Ouvrier,4.67
Seyssel,Cadre,5.58
Seyssel,Profession,11.58
Seyssel,Employé,.5
Seyssel,Ouvrier,6.55
Sillingy,Cadre,11.42
Sillingy,Profession,9.74
Sillingy,Employé,3.64
Sillingy,Ouvrier,7.23
Talloires-Montmin,Cadre,19.12
Talloires-Montmin,Profession,5.52
Talloires-Montmin,Employé,7.08
Talloires-Montmin,Ouvrier,6.67
Taninges,Cadre,12.41
Taninges,Profession,13.22
Taninges,Employé,.0
Taninges,Ouvrier,9.79
Thyez,Cadre,13.86
Thyez,Profession,9.8
Thyez,Employé,4.76
Thyez,Ouvrier,10.73
Thônes,Cadre,13.19
Thônes,Profession,8.7
Thônes,Employé,4.11
Thônes,Ouvrier,5.68
Thonon-les-Bains,Cadre,11.5
Thonon-les-Bains,Profession,8.83
Thonon-les-Bains,Employé,3.35
Thonon-les-Bains,Ouvrier,9.91
Fillière,Cadre,8.47
Fillière,Profession,8.47
Fillière,Employé,5.68
Fillière,Ouvrier,9.91
Valleiry,Cadre,13.78
Valleiry,Profession,6.87
Valleiry,Employé,1.49
Valleiry,Ouvrier,6.85
Vallières-sur-Fier,Cadre,11.62
Vallières-sur-Fier,Profession,7.17
Vallières-sur-Fier,Employé,4.63
Vallières-sur-Fier,Ouvrier,4.27
Veigy-Foncenex,Cadre,8.81
Veigy-Foncenex,Profession,16.87
Veigy-Foncenex,Employé,2.02
Veigy-Foncenex,Ouvrier,5.78
Vétraz-Monthoux,Cadre,14.91
Vétraz-Monthoux,Profession,9.21
Vétraz-Monthoux,Employé,3.77
Vétraz-Monthoux,Ouvrier,7.91
Veyrier-du-Lac,Cadre,18.99
Veyrier-du-Lac,Profession,.0
Veyrier-du-Lac,Employé,1.64
Veyrier-du-Lac,Ouvrier,17.95
Villaz,Cadre,13.7
Villaz,Profession,12.46
Villaz,Employé,7.88
Villaz,Ouvrier,9.5
Ville-la-Grand,Cadre,4.65
Ville-la-Grand,Profession,11.83
Ville-la-Grand,Employé,2.97
Ville-la-Grand,Ouvrier,9.52
Viry,Cadre,20.8
Viry,Profession,7.01
Viry,Employé,3.06
Viry,Ouvrier,11.85
Viuz-en-Sallaz,Cadre,19.03
Viuz-en-Sallaz,Profession,12.68
Viuz-en-Sallaz,Employé,.93
Viuz-en-Sallaz,Ouvrier,9.82
Paris,Cadre,15.35
Paris,Profession,7.33
Paris,Employé,.85
Paris,Ouvrier,4.72
Amfreville-la-Mi-Voie,Cadre,12.07
Amfreville-la-Mi-Voie,Profession,4.69
Amfreville-la-Mi-Voie,Employé,7.27
Amfreville-la-Mi-Voie,Ouvrier,8.76
Arques-la-Bataille,Cadre,19.65
Arques-la-Bataille,Profession,6.14
Arques-la-Bataille,Employé,3.55
Arques-la-Bataille,Ouvrier,10.38
Val-de-Scie,Cadre,12.1
Val-de-Scie,Profession,7.64
Val-de-Scie,Employé,6.54
Val-de-Scie,Ouvrier,2.26
Aumale,Cadre,18.16
Aumale,Profession,9.76
Aumale,Employé,.0
Aumale,Ouvrier,5.88
Barentin,Cadre,11.0
Barentin,Profession,9.09
Barentin,Employé,3.32
Barentin,Ouvrier,4.5
Belbeuf,Cadre,17.27
Belbeuf,Profession,4.0
Belbeuf,Employé,5.74
Belbeuf,Ouvrier,8.47
Bihorel,Cadre,15.04
Bihorel,Profession,6.62
Bihorel,Employé,1.82
Bihorel,Ouvrier,11.33
Blangy-sur-Bresle,Cadre,34.41
Blangy-sur-Bresle,Profession,10.16
Blangy-sur-Bresle,Employé,1.51
Blangy-sur-Bresle,Ouvrier,7.62
Bonsecours,Cadre,13.51
Bonsecours,Profession,5.02
Bonsecours,Employé,5.41
Bonsecours,Ouvrier,11.88
Bois-Guillaume,Cadre,14.99
Bois-Guillaume,Profession,6.96
Bois-Guillaume,Employé,5.79
Bois-Guillaume,Ouvrier,1.21
Bolbec,Cadre,7.58
Bolbec,Profession,10.25
Bolbec,Employé,4.48
Bolbec,Ouvrier,9.5
Boos,Cadre,10.61
Boos,Profession,11.84
Boos,Employé,5.31
Boos,Ouvrier,5.93
Buchy,Cadre,15.08
Buchy,Profession,4.76
Buchy,Employé,10.82
Buchy,Ouvrier,8.33
Canteleu,Cadre,5.32
Canteleu,Profession,3.27
Canteleu,Employé,2.46
Canteleu,Ouvrier,9.9
Cany-Barville,Cadre,17.79
Cany-Barville,Profession,16.53
Cany-Barville,Employé,4.0
Cany-Barville,Ouvrier,8.57
Rives-en-Seine,Cadre,14.18
Rives-en-Seine,Profession,4.23
Rives-en-Seine,Employé,2.91
Rives-en-Seine,Ouvrier,10.0
Caudebec-lès-Elbeuf,Cadre,9.36
Caudebec-lès-Elbeuf,Profession,8.59
Caudebec-lès-Elbeuf,Employé,4.35
Caudebec-lès-Elbeuf,Ouvrier,5.83
Cléon,Cadre,15.56
Cléon,Profession,8.97
Cléon,Employé,2.33
Cléon,Ouvrier,8.26
Criel-sur-Mer,Cadre,9.95
Criel-sur-Mer,Profession,13.89
Criel-sur-Mer,Employé,4.39
Criel-sur-Mer,Ouvrier,13.46
Criquetot-l'Esneval,Cadre,15.18
Criquetot-l'Esneval,Profession,11.73
Criquetot-l'Esneval,Employé,6.85
Criquetot-l'Esneval,Ouvrier,13.08
Darnétal,Cadre,10.19
Darnétal,Profession,6.96
Darnétal,Employé,2.0
Darnétal,Ouvrier,10.2
Déville-lès-Rouen,Cadre,5.73
Déville-lès-Rouen,Profession,3.65
Déville-lès-Rouen,Employé,1.94
Déville-lès-Rouen,Ouvrier,8.65
Dieppe,Cadre,14.11
Dieppe,Profession,7.97
Dieppe,Employé,1.52
Dieppe,Ouvrier,10.66
Doudeville,Cadre,12.39
Doudeville,Profession,10.0
Doudeville,Employé,5.88
Doudeville,Ouvrier,7.77
Duclair,Cadre,13.73
Duclair,Profession,10.03
Duclair,Employé,4.19
Duclair,Ouvrier,2.98
Elbeuf,Cadre,11.16
Elbeuf,Profession,6.43
Elbeuf,Employé,1.0
Elbeuf,Ouvrier,6.91
Envermeu,Cadre,13.94
Envermeu,Profession,10.65
Envermeu,Employé,3.48
Envermeu,Ouvrier,8.21
Épouville,Cadre,19.23
Épouville,Profession,14.92
Épouville,Employé,10.08
Épouville,Ouvrier,16.8
Eu,Cadre,17.33
Eu,Profession,12.41
Eu,Employé,.0
Eu,Ouvrier,9.0
Terres-de-Caux,Cadre,12.2
Terres-de-Caux,Profession,11.53
Terres-de-Caux,Employé,8.76
Terres-de-Caux,Ouvrier,15.09
Fécamp,Cadre,5.62
Fécamp,Profession,9.09
Fécamp,Employé,3.06
Fécamp,Ouvrier,8.74
Fontaine-la-Mallet,Cadre,15.0
Fontaine-la-Mallet,Profession,16.06
Fontaine-la-Mallet,Employé,13.86
Fontaine-la-Mallet,Ouvrier,20.91
Forges-les-Eaux,Cadre,23.33
Forges-les-Eaux,Profession,9.34
Forges-les-Eaux,Employé,6.67
Forges-les-Eaux,Ouvrier,6.98
La Frénaye,Cadre,18.07
La Frénaye,Profession,10.98
La Frénaye,Employé,12.61
La Frénaye,Ouvrier,18.52
Gainneville,Cadre,14.77
Gainneville,Profession,16.62
Gainneville,Employé,11.39
Gainneville,Ouvrier,15.18
Goderville,Cadre,25.22
Goderville,Profession,15.23
Goderville,Employé,15.02
Goderville,Ouvrier,11.21
Gonfreville-l'Orcher,Cadre,5.69
Gonfreville-l'Orcher,Profession,9.9
Gonfreville-l'Orcher,Employé,7.48
Gonfreville-l'Orcher,Ouvrier,14.03
Gournay-en-Bray,Cadre,15.77
Gournay-en-Bray,Profession,9.15
Gournay-en-Bray,Employé,6.4
Gournay-en-Bray,Ouvrier,2.22
Grand-Couronne,Cadre,10.84
Grand-Couronne,Profession,9.27
Grand-Couronne,Employé,3.29
Grand-Couronne,Ouvrier,9.17
Le Grand-Quevilly,Cadre,10.26
Le Grand-Quevilly,Profession,9.56
Le Grand-Quevilly,Employé,3.35
Le Grand-Quevilly,Ouvrier,6.42
Gruchet-le-Valasse,Cadre,13.58
Gruchet-le-Valasse,Profession,9.9
Gruchet-le-Valasse,Employé,9.26
Gruchet-le-Valasse,Ouvrier,12.66
Harfleur,Cadre,16.28
Harfleur,Profession,12.33
Harfleur,Employé,3.85
Harfleur,Ouvrier,17.49
Le Havre,Cadre,12.83
Le Havre,Profession,9.46
Le Havre,Employé,3.77
Le Havre,Ouvrier,14.93
Le Houlme,Cadre,2.91
Le Houlme,Profession,5.15
Le Houlme,Employé,5.31
Le Houlme,Ouvrier,4.19
Houppeville,Cadre,10.17
Houppeville,Profession,7.74
Houppeville,Employé,.0
Houppeville,Ouvrier,8.85
Isneauville,Cadre,12.27
Isneauville,Profession,9.31
Isneauville,Employé,5.02
Isneauville,Ouvrier,8.73
Lillebonne,Cadre,9.33
Lillebonne,Profession,8.79
Lillebonne,Employé,5.47
Lillebonne,Ouvrier,9.5
La Londe,Cadre,16.27
La Londe,Profession,6.82
La Londe,Employé,2.73
La Londe,Ouvrier,5.44
Luneray,Cadre,26.78
Luneray,Profession,4.02
Luneray,Employé,1.49
Luneray,Ouvrier,8.82
Arelaune-en-Seine,Cadre,6.8
Arelaune-en-Seine,Profession,13.62
Arelaune-en-Seine,Employé,.48
Arelaune-en-Seine,Ouvrier,1.24
Malaunay,Cadre,11.37
Malaunay,Profession,7.07
Malaunay,Employé,4.15
Malaunay,Ouvrier,4.93
Maromme,Cadre,11.94
Maromme,Profession,7.35
Maromme,Employé,3.41
Maromme,Ouvrier,9.27
Le Mesnil-Esnard,Cadre,17.36
Le Mesnil-Esnard,Profession,8.04
Le Mesnil-Esnard,Employé,6.44
Le Mesnil-Esnard,Ouvrier,12.26
Montivilliers,Cadre,14.69
Montivilliers,Profession,12.23
Montivilliers,Employé,5.88
Montivilliers,Ouvrier,14.53
Mont-Saint-Aignan,Cadre,18.32
Mont-Saint-Aignan,Profession,5.48
Mont-Saint-Aignan,Employé,1.35
Mont-Saint-Aignan,Ouvrier,11.34
Montville,Cadre,10.63
Montville,Profession,10.96
Montville,Employé,.95
Montville,Ouvrier,5.94
Neufchâtel-en-Bray,Cadre,6.38
Neufchâtel-en-Bray,Profession,6.23
Neufchâtel-en-Bray,Employé,2.04
Neufchâtel-en-Bray,Ouvrier,8.68
La Neuville-Chant-d'Oisel,Cadre,15.97
La Neuville-Chant-d'Oisel,Profession,8.97
La Neuville-Chant-d'Oisel,Employé,5.08
La Neuville-Chant-d'Oisel,Ouvrier,3.73
Notre-Dame-de-Bondeville,Cadre,9.68
Notre-Dame-de-Bondeville,Profession,3.75
Notre-Dame-de-Bondeville,Employé,.95
Notre-Dame-de-Bondeville,Ouvrier,4.31
Franqueville-Saint-Pierre,Cadre,15.38
Franqueville-Saint-Pierre,Profession,5.19
Franqueville-Saint-Pierre,Employé,3.39
Franqueville-Saint-Pierre,Ouvrier,4.85
Port-Jérôme-sur-Seine,Cadre,9.13
Port-Jérôme-sur-Seine,Profession,7.87
Port-Jérôme-sur-Seine,Employé,7.34
Port-Jérôme-sur-Seine,Ouvrier,13.45
Octeville-sur-Mer,Cadre,18.56
Octeville-sur-Mer,Profession,14.37
Octeville-sur-Mer,Employé,9.09
Octeville-sur-Mer,Ouvrier,22.39
Offranville,Cadre,11.51
Offranville,Profession,12.21
Offranville,Employé,3.26
Offranville,Ouvrier,9.68
Oissel,Cadre,8.65
Oissel,Profession,8.96
Oissel,Employé,1.94
Oissel,Ouvrier,6.48
Pavilly,Cadre,10.49
Pavilly,Profession,5.63
Pavilly,Employé,3.74
Pavilly,Ouvrier,4.11
Petit-Couronne,Cadre,9.05
Petit-Couronne,Profession,11.95
Petit-Couronne,Employé,5.99
Petit-Couronne,Ouvrier,8.68
Le Petit-Quevilly,Cadre,7.53
Le Petit-Quevilly,Profession,4.83
Le Petit-Quevilly,Employé,1.94
Le Petit-Quevilly,Ouvrier,9.71
Quincampoix,Cadre,15.71
Quincampoix,Profession,9.91
Quincampoix,Employé,23.45
Quincampoix,Ouvrier,9.59
Rouen,Cadre,9.55
Rouen,Profession,3.68
Rouen,Employé,.97
Rouen,Ouvrier,9.18
Sainte-Adresse,Cadre,24.45
Sainte-Adresse,Profession,11.57
Sainte-Adresse,Employé,.0
Sainte-Adresse,Ouvrier,23.02
Saint-Aubin-lès-Elbeuf,Cadre,12.98
Saint-Aubin-lès-Elbeuf,Profession,11.41
Saint-Aubin-lès-Elbeuf,Employé,8.44
Saint-Aubin-lès-Elbeuf,Ouvrier,7.96
Saint-Étienne-du-Rouvray,Cadre,6.57
Saint-Étienne-du-Rouvray,Profession,4.63
Saint-Étienne-du-Rouvray,Employé,1.94
Saint-Étienne-du-Rouvray,Ouvrier,9.43
Saint-Jacques-sur-Darnétal,Cadre,17.14
Saint-Jacques-sur-Darnétal,Profession,4.67
Saint-Jacques-sur-Darnétal,Employé,11.38
Saint-Jacques-sur-Darnétal,Ouvrier,14.95
Saint-Léger-du-Bourg-Denis,Cadre,1.7
Saint-Léger-du-Bourg-Denis,Profession,10.96
Saint-Léger-du-Bourg-Denis,Employé,3.26
Saint-Léger-du-Bourg-Denis,Ouvrier,6.73
Sainte-Marguerite-sur-Duclair,Cadre,8.29
Sainte-Marguerite-sur-Duclair,Profession,7.64
Sainte-Marguerite-sur-Duclair,Employé,.48
Sainte-Marguerite-sur-Duclair,Ouvrier,2.72
Petit-Caux,Cadre,12.83
Petit-Caux,Profession,10.56
Petit-Caux,Employé,2.44
Petit-Caux,Ouvrier,9.86
Saint-Nicolas-d'Aliermont,Cadre,19.38
Saint-Nicolas-d'Aliermont,Profession,14.08
Saint-Nicolas-d'Aliermont,Employé,3.09
Saint-Nicolas-d'Aliermont,Ouvrier,6.22
Saint-Pierre-de-Varengeville,Cadre,1.96
Saint-Pierre-de-Varengeville,Profession,8.85
Saint-Pierre-de-Varengeville,Employé,3.48
Saint-Pierre-de-Varengeville,Ouvrier,1.67
Saint-Pierre-lès-Elbeuf,Cadre,8.51
Saint-Pierre-lès-Elbeuf,Profession,8.85
Saint-Pierre-lès-Elbeuf,Employé,5.99
Saint-Pierre-lès-Elbeuf,Ouvrier,6.44
Saint-Romain-de-Colbosc,Cadre,13.57
Saint-Romain-de-Colbosc,Profession,15.21
Saint-Romain-de-Colbosc,Employé,8.11
Saint-Romain-de-Colbosc,Ouvrier,12.71
Saint-Saëns,Cadre,3.79
Saint-Saëns,Profession,9.96
Saint-Saëns,Employé,2.04
Saint-Saëns,Ouvrier,4.85
Saint-Valery-en-Caux,Cadre,9.58
Saint-Valery-en-Caux,Profession,14.2
Saint-Valery-en-Caux,Employé,6.47
Saint-Valery-en-Caux,Ouvrier,8.06
Sotteville-lès-Rouen,Cadre,7.91
Sotteville-lès-Rouen,Profession,4.56
Sotteville-lès-Rouen,Employé,1.41
Sotteville-lès-Rouen,Ouvrier,8.13
Tourville-la-Rivière,Cadre,14.41
Tourville-la-Rivière,Profession,5.88
Tourville-la-Rivière,Employé,.91
Tourville-la-Rivière,Ouvrier,3.42
Le Trait,Cadre,10.75
Le Trait,Profession,6.31
Le Trait,Employé,4.27
Le Trait,Ouvrier,2.09
Le Tréport,Cadre,17.9
Le Tréport,Profession,12.32
Le Tréport,Employé,1.55
Le Tréport,Ouvrier,9.18
Yerville,Cadre,6.44
Yerville,Profession,12.68
Yerville,Employé,5.47
Yerville,Ouvrier,7.55
Yvetot,Cadre,11.11
Yvetot,Profession,6.67
Yvetot,Employé,5.71
Yvetot,Ouvrier,10.89
Annet-sur-Marne,Cadre,13.21
Annet-sur-Marne,Profession,9.97
Annet-sur-Marne,Employé,7.01
Annet-sur-Marne,Ouvrier,10.93
Avon,Cadre,7.82
Avon,Profession,2.67
Avon,Employé,.0
Avon,Ouvrier,8.21
Bailly-Romainvilliers,Cadre,13.29
Bailly-Romainvilliers,Profession,4.82
Bailly-Romainvilliers,Employé,.88
Bailly-Romainvilliers,Ouvrier,11.11
Bois-le-Roi,Cadre,13.16
Bois-le-Roi,Profession,8.5
Bois-le-Roi,Employé,6.35
Bois-le-Roi,Ouvrier,11.4
Boissise-le-Roi,Cadre,12.11
Boissise-le-Roi,Profession,7.03
Boissise-le-Roi,Employé,2.9
Boissise-le-Roi,Ouvrier,11.86
Boissy-le-Châtel,Cadre,18.1
Boissy-le-Châtel,Profession,6.75
Boissy-le-Châtel,Employé,4.35
Boissy-le-Châtel,Ouvrier,13.9
Bourron-Marlotte,Cadre,21.48
Bourron-Marlotte,Profession,7.3
Bourron-Marlotte,Employé,7.44
Bourron-Marlotte,Ouvrier,2.46
Bray-sur-Seine,Cadre,7.54
